fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Nov,02,ANDHRA PRADESH,0213,KURNOOL,12172029,219.965616143998,34,4917,17616.92242,35117,6,73024,12173242,3094766,266009,250331,26661,1553.8612,45947.73039,354616,627716,451155,1066315,7756,876654,1843838,108141,26776.94677,6722608,46,67.52,74.79,101.04,NA
2020-2021,Nov,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,22032987,235.714204426663,57,5548,20280.66154,44657,24,114517,22050607,1191904,53618,9492662,352179,1609.58648,73866.6608813,381202,640227,417543,882672,53994,562155,1140741,159174,51976.4128613,12398289,70,70.84,74.51,100.34,NA
2020-2021,Nov,02,ANDHRA PRADESH,0204,EAST GODAVARI,18137455,231.143433557428,43,10544,30608.75291,47604,67,84904,18137987,5633433,318836,3311066,171812,1949.08274,74482.60158,419055,619477,522669,1068828,27038,912974,1712593,132508,41924.76593,9291480,37,74.89,80.9,100.6,NA
2020-2021,Nov,02,ANDHRA PRADESH,0205,WEST GODAVARI,12901257,219.554294739774,38,4782,26150.50662,29315,62,72357,12908838,4888447,318233,1151791,61982,979.84631,55472.26116,334288,532545,431181,908368,13588,791532,1553771,101672,28341.90823,6902552,32,65.52,73.32,100.74,NA
2020-2021,Nov,02,ANDHRA PRADESH,0206,KRISHNA,10823721,226.189531030964,37,5077,16574.46911,31835,13,75636,10823721,4476786,310767,400248,29935,1103.00552,42159.5984,290010,491120,353705,796422,9775,675526,1424773,107471,24482.12377,5916190,22,61.65,76.1,100.81,NA
2020-2021,Oct,02,ANDHRA PRADESH,0204,EAST GODAVARI,17640842,232.282335828107,42,10489,28910.92195,35807,49,95521,17641144,5509424,318872,3166028,171851,1892.22247,71780.40577,417391,616492,522492,1068778,22426,907196,1704184,131328,40977.26135,9056083,37,76.9,83.1,100.49,NA
2020-2021,Oct,02,ANDHRA PRADESH,0211,Y.S.R,12978645,235.571964644284,51,4107,23246.37741,22909,6,70587,12980645,3086704,158081,336619,16757,1567.76905,55392.90691,250420,402618,302370,652932,25228,597238,1193217,93496,30578.76045,7734146,59,68.92,73.5,100.94,NA
2020-2021,Jan,02,ANDHRA PRADESH,0202,VIZIANAGARAM,25140601,237.520806077708,62,11820,25998.65889,38531,25,53101,25173702,2891595,111546,3210344,132763,2133.25655,87924.69535,405248,702146,433655,985914,48257,559378,1208016,91632,59792.77991,14978458,51,76.32,77.5,100.46,NA
2020-2021,Jan,02,ANDHRA PRADESH,0213,KURNOOL,13002956,216.578158002617,36,5013,21448.50646,46716,6,63554,13004177,3283517,266393,268019,26695,1972.41529,51585.12876,360512,639482,452281,1068222,11302,884087,1853164,110270,28164.20701,7176585,46,61.27,67.97,101.43,NA
2020-2021,April,02,ANDHRA PRADESH,0201,SRIKAKULAM,715865,142.641971342286,7,3378,10502.00585,3077,74,75924,715898,107549,108944,189381,94191,284.25765,11807.43452,97794,132868,459926,1040104,0,602470,1301696,79001,1021.17102,440100,57,77.65,75.42,101.02,NA
2020-2021,April,02,ANDHRA PRADESH,0204,EAST GODAVARI,3085181,122.445505739616,12,6856,11226.10851,2767,17,101218,3085224,934763,317819,708273,184187,266.01879,15269.84543,250931,344426,516356,1074323,3,870489,1673103,103985,3777.71813,1622174,39,78.98,84.91,100.64,NA
2020-2021,June,02,ANDHRA PRADESH,0201,SRIKAKULAM,15925217,185.701705192526,38,9682,13288.64808,11305,39,73721,15932805,1704445,110607,1728645,94798,1245.02438,44121.16303,415264,655591,470547,1055780,4227,619037,1325469,85026,29587.49057,10030090,55,89.19,91.24,100.31,NA
2020-2021,June,02,ANDHRA PRADESH,0206,KRISHNA,9656159,197.979932082726,34,4908,7141.42983,5006,13,97742,9656159,4036386,309958,353784,29832,598.29232,26856.97918,280364,472686,351469,793430,5272,662697,1404183,102748,19117.25703,5292868,22,70.08,89.63,100.53,NA
2020-2021,June,02,ANDHRA PRADESH,0208,PRAKASAM,20209004,195.756029351785,43,6549,22869.14592,11554,5,77864,20210423,5777878,335048,522473,40762,792.42368,63224.69118,459663,780369,535875,1125623,19112,804517,1545605,89418,39563.12158,11386294,43,85.39,88.47,100.48,NA
2020-2021,June,02,ANDHRA PRADESH,0213,KURNOOL,10001870,194.35697916323,29,4646,9454.05699,7737,6,94230,10002990,2568518,264786,203261,26556,773.89141,29669.45759,337128,591961,447250,1060298,2348,858555,1814623,101967,19441.50919,5548166,47,84.77,93.61,100.67,NA
2020-2021,Feb,02,ANDHRA PRADESH,0207,GUNTUR,10413956,218.706890079111,30,4176,21918.35497,70876,3,54378,10415236,3787159,300132,568396,58051,1751.19653,46448.39025,339949,579356,420430,901509,10013,876751,1696566,125254,22778.83875,5524416,18,53.85,70.94,101.02,NA
2020-2021,Feb,02,ANDHRA PRADESH,0209,NELLORE,9943621,211.995419972916,38,3384,31037.60385,42284,64,41138,9944046,3288418,244783,650601,54058,1708.89268,53827.41861,256722,406722,326472,711225,12795,646500,1296921,83422,21080.92208,5717808,33,61.9,67.14,100.99,NA
2020-2021,Feb,02,ANDHRA PRADESH,0213,KURNOOL,13669093,212.127550674444,37,5076,23231.44931,57325,6,54996,13670747,3446202,266495,283914,26698,2436.21735,54667.08743,364514,647447,452551,1068691,14244,886198,1856168,112321,28999.42077,7549254,46,58.83,65.15,101.57,NA
2020-2021,Aug,02,ANDHRA PRADESH,0202,VIZIANAGARAM,23939273,241.151086257649,59,11696,15288.85383,19807,25,69554,23967150,2725227,112160,2954743,133211,1130.27734,74216.17374,402678,695871,432672,991041,37719,555268,1209196,89361,57797.04257,14211826,51,87.62,88.63,100.24,NA
2020-2021,Aug,02,ANDHRA PRADESH,0206,KRISHNA,10679793,225.139944566341,37,5051,9595.36804,21318,13,85666,10679793,4427772,310663,394525,29887,827.63953,34467.48761,288271,488080,353114,795901,9177,669415,1415211,106984,24044.48004,5844462,22,69.12,86.14,100.61,NA
2020-2021,Aug,02,ANDHRA PRADESH,0210,CHITTOOR,14597052,225.71204003612,48,5497,15686.12524,36225,39,102291,14599217,4305243,262144,620130,37895,1212.21622,49850.53198,298494,480684,412020,932518,28294,736456,1550841,138516,32952.19052,8545105,61,69.43,82.5,100.5,NA
2020-2021,March,02,ANDHRA PRADESH,0208,PRAKASAM,26917988,224.067879121158,55,6991,54456.35283,53310,4,49346,26920708,7551055,335360,715678,40717,2670.7831,117447.79539,487799,837596,541331,1129908,77620,830525,1577690,102656,60320.65946,15221471,42,68.49,72,100.9,NA
2020-2021,March,02,ANDHRA PRADESH,0213,KURNOOL,14848146,221.270468361664,40,5183,26555.98284,60061,6,54576,14850639,3723311,266543,309456,26717,2814.83252,62230.89383,370609,660206,452693,1068925,22299,890342,1861210,114637,32860.07847,8204793,45,56.52,62.37,101.51,NA
2020-2021,May,02,ANDHRA PRADESH,0201,SRIKAKULAM,6945848,134.850951450431,18,8683,10849.0462,10856,43,71128,6947971,784021,109675,863240,94430,829.15508,21047.60628,369090,554390,464747,1047248,203,608690,1310676,81984,9369.405,4397767,56,83.89,85.63,100.5,NA
2020-2021,Sep,02,ANDHRA PRADESH,0202,VIZIANAGARAM,24086750,241.421442575655,59,11705,17846.0035,19857,25,69939,24114659,2745382,112131,2983515,133129,1305.44761,77369.40874,403010,696703,432787,990779,38999,555655,1209224,89796,58217.95763,14298733,51,85.02,86.08,100.26,NA
2020-2021,Sep,02,ANDHRA PRADESH,0205,WEST GODAVARI,12037215,220.128405975066,36,4717,21777.85389,23044,32,77020,12044385,4558701,317899,1075770,61895,779.28238,49070.24898,329811,524307,430532,907263,9592,787904,1548674,100064,26513.11271,6443562,33,70.89,80.02,100.65,NA
2020-2021,Sep,02,ANDHRA PRADESH,0210,CHITTOOR,15630467,230.62218470716,51,5599,19041.18734,36808,39,104731,15632832,4590424,262589,661108,37939,1371.24373,56465.20976,306255,494898,413178,934397,36125,739329,1555412,141539,36052.77869,9152959,61,66.15,78.51,100.55,NA
2020-2021,Dec,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,22575954,234.542955758087,59,5561,26401.03978,50259,24,109843,22593598,1235881,53595,9663160,351971,2120.62237,81513.3547113,382073,642102,417588,882359,58856,564192,1142794,160102,52991.6925613,12736795,70,67.92,71.48,100.34,NA
2020-2021,Dec,02,ANDHRA PRADESH,0206,KRISHNA,11071544,224.996899890386,37,5121,21065.25867,35841,13,72323,11071544,4571513,310967,411031,29944,1405.20472,47381.09416,292117,494967,354028,796865,11084,679432,1431274,108164,24910.63077,6051263,22,61.68,74.73,100.83,NA
2020-2021,Dec,02,ANDHRA PRADESH,0207,GUNTUR,9936774,222.112691202304,29,4128,21714.51275,50204,3,73285,9938034,3631661,299991,540472,58027,1454.38501,45242.53253,337588,574847,420175,901109,7008,864925,1684239,123489,22073.63477,5271714,18,52.85,71.25,100.82,NA
2020-2021,July,02,ANDHRA PRADESH,0202,VIZIANAGARAM,23695317,239.862278048449,59,11669,14097.79929,9067,25,78682,23723139,2689733,112186,2919940,133342,953.08059,71953.74151,401931,693793,432534,991155,35200,554772,1208896,87749,56902.86163,14074596,51,90.42,91.27,100.2,NA
2020-2021,July,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,20529093,226.803783144765,54,5516,11467.86665,15585,25,139479,20545024,1134552,53610,8565519,353705,1105.18089,59169.93922,377096,631783,416992,884163,39033,555175,1135248,155064,46596.89168,11603896,70,85.83,89.8,100.29,NA
2020-2021,July,02,ANDHRA PRADESH,0206,KRISHNA,10503172,222.812524444996,36,5006,8378.06694,5054,13,100873,10503172,4362793,310532,388557,29883,720.32228,32500.7719,286405,484429,352578,795197,8352,667795,1412686,105927,23402.38268,5751300,22,70.76,88.65,100.55,NA
2020-2021,July,02,ANDHRA PRADESH,0207,GUNTUR,9282118,217.074145460264,27,4073,6907.03751,10319,4,110305,9283360,3426348,299871,502863,58003,685.57495,27744.38685,332254,565154,419518,900479,4081,841840,1655367,120624,20151.77439,4930062,18,62.51,88.34,100.57,NA
2020-2021,July,02,ANDHRA PRADESH,0208,PRAKASAM,22700091,219.48738961686,48,6724,25984.73587,11893,5,82474,22701610,6483799,335984,598364,40878,1002.71376,76814.62082,471531,805150,538661,1129881,31040,813835,1559842,94367,49827.17119,12796886,42,83.51,87.07,100.49,NA
2020-2021,July,02,ANDHRA PRADESH,0209,NELLORE,6158572,204.036272443568,27,3000,15480.34584,4619,64,66451,6158780,2056731,243782,365925,53616,674.94823,28721.43921,225426,350652,323425,706887,1385,636362,1283785,71070,12566.14514,3539312,36,79.88,85.28,100.44,NA
2020-2021,July,02,ANDHRA PRADESH,0213,KURNOOL,11083628,217.909142109452,32,4759,10721.00913,8513,6,96170,11084794,2834882,265297,226826,26602,999.58128,35875.36992,345133,608791,448945,1062848,4078,866433,1828019,104683,24154.77951,6144995,46,81.79,90.29,100.71,NA
2020-2021,Jan,02,ANDHRA PRADESH,0209,NELLORE,9407258,216.238485142764,37,3353,27216.69055,28975,64,52205,9407672,3120510,244741,610419,54034,1412.71093,48972.4089,253901,401506,326320,711004,10026,645853,1296140,81180,20343.00742,5393102,34,61.47,67.06,100.78,NA
2020-2021,Jan,02,ANDHRA PRADESH,0210,CHITTOOR,17872559,229.847324329882,56,5825,32214.99113,66929,39,79415,17874924,5160723,262764,759231,37964,2144.90052,75444.92619,318787,518048,414340,935613,58937,747332,1567520,146344,41085.03454,10475189,61,56.14,66.17,101.16,NA
2020-2021,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,23309375,222.576265071601,49,6769,28765.1062,21732,4,74333,23310894,6627342,336213,618907,40893,1162.60241,81812.22583,474315,810496,539477,1130991,35655,816244,1563286,96065,51884.51722,13137860,43,79.71,83.37,100.54,NA
2020-2021,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,18673292,219.657718955656,44,9925,14888.1234,11902,39,78784,18682767,1987950,110792,2032982,94894,1400.78621,57327.04944,423977,675978,471924,1057441,10586,623999,1332164,90686,41038.13983,11751898,56,88.25,90.34,100.31,NA
2020-2021,July,02,ANDHRA PRADESH,0211,Y.S.R,11413628,228.472887606359,47,4000,16386.83331,9276,7,81030,11415628,2725626,157781,289315,16676,1045.41816,43513.8664,241942,386927,301107,651072,14343,593441,1188526,90306,26081.61493,6783224,59,81.83,86.46,100.7,NA
2020-2021,July,02,ANDHRA PRADESH,0212,ANANTAPUR,20375774,223.399540022449,52,9206,9989.59685,6689,50,100759,20377951,3939816,216449,1044253,54639,1068.05005,56581.8957,388597,692598,472864,1133551,28963,907936,1986865,107448,45524.2488,10860728,66,89.67,92.52,100.74,NA
2020-2021,March,02,ANDHRA PRADESH,0201,SRIKAKULAM,26896909,220.966491684482,61,10336,36360.14211,45355,39,57438,26912454,2918130,110938,2825586,94911,3480.52469,99308.17223,437737,708482,473006,1058273,87435,633862,1342428,102793,59467.50543,17442844,57,62.41,64.14,100.55,NA
2020-2021,March,02,ANDHRA PRADESH,0206,KRISHNA,12500226,226.537046530199,41,5324,25132.07101,59573,13,52244,12500226,5146891,311050,478409,29996,2022.43664,55472.15044,300548,511108,354755,797322,23669,693292,1449950,111817,28317.64279,6862235,22,63.9,75.09,101.17,NA
2020-2021,March,02,ANDHRA PRADESH,0209,NELLORE,10757193,222.01823908608,41,3428,33143.59546,43262,64,42180,10758050,3548814,244808,702454,54088,1951.24574,58979.67437,260737,414116,326578,711363,19456,648351,1298665,85442,23884.83317,6225609,33,62.5,67.68,100.96,NA
2020-2021,March,02,ANDHRA PRADESH,0211,Y.S.R,14914899,236.186462002649,58,4225,34453.18183,45257,6,51991,14917066,3491267,158272,383051,16763,2750.58578,72435.85803,257154,415755,303078,653951,49251,604589,1201944,97248,35232.09042,8970351,58,58.57,62.74,101.52,NA
2020-2021,Dec,02,ANDHRA PRADESH,0210,CHITTOOR,17379950,231.406313485862,54,5786,31681.65922,57727,39,87547,17382315,5039339,262804,737844,37983,2108.4688,74013.90236,316506,513821,414215,935710,53460,745747,1565457,145274,40223.77434,10187385,62,57.31,67.7,100.9,NA
2020-2021,Dec,02,ANDHRA PRADESH,0211,Y.S.R,13428107,234.051590504826,53,4140,30508.43751,32078,6,62279,13430107,3181969,158173,349863,16764,2013.83143,63955.64798,252515,406408,302707,653444,30104,599189,1195549,94357,31433.37904,8009126,59,63.57,67.93,101.21,NA
2020-2021,Sep,02,ANDHRA PRADESH,0206,KRISHNA,10738362,226.179844281651,37,5065,12471.60035,22089,13,85076,10738362,4447324,310724,396867,29931,926.1131,37685.7239,289097,489455,353323,796142,9406,671004,1417735,107165,24288.01045,5874549,22,66.33,82.38,100.65,NA
2020-2021,Sep,02,ANDHRA PRADESH,0208,PRAKASAM,23577787,223.633737014991,49,6786,35761.79043,24830,4,72042,23579306,6684025,336088,626504,40863,1309.52401,89802.59761,475909,813588,539987,1130701,37724,817688,1563923,96872,52731.28317,13285274,43,76.62,80.23,100.55,NA
2020-2021,Feb,02,ANDHRA PRADESH,0204,EAST GODAVARI,19931083,226.696078916333,46,10696,44131.02522,75857,67,60701,19932908,6137377,318621,3670125,171436,2972.99489,92291.14096,424408,629113,522965,1068123,42654,927481,1734453,136558,45187.12085,10216598,37,70.2,75.32,100.74,NA
2020-2021,Feb,02,ANDHRA PRADESH,0210,CHITTOOR,18659079,226.02981553839,57,5876,34724.01858,77071,39,72063,18661444,5380267,262741,793765,37953,2516.98262,79421.42865,322206,524341,414452,935619,69224,749470,1570425,149134,42180.42745,10950783,61,53.88,63.22,101.18,NA
2020-2021,April,02,ANDHRA PRADESH,0207,GUNTUR,2082628,124.94493007035,12,2227,2601.68474,2816,39,92290,2082879,834352,297807,108506,57725,149.06285,5353.1993,167896,272952,414245,891689,2,827669,1631855,95106,2602.45171,1093978,22,57.33,91.92,100.55,NA
2020-2021,April,02,ANDHRA PRADESH,0210,CHITTOOR,1892859,117.064692087472,14,2347,9716.87033,3349,54,107488,1892859,549759,255169,95027,36817,224.35073,12157.09062,131562,191124,393901,901772,2,701979,1494212,110837,2215.86956,1125956,62,54.12,62.92,100.67,NA
2020-2021,May,02,ANDHRA PRADESH,0204,EAST GODAVARI,9145669,179.054316163717,24,9205,11464.64651,11634,10,100871,9145749,2939022,318732,1716281,184222,602.42532,28442.93016,367064,528452,518919,1078583,644,875581,1681361,112505,16375.85833,4813721,37,84.87,92.19,100.46,NA
2020-2021,May,02,ANDHRA PRADESH,0205,WEST GODAVARI,5911358,158.153900190268,20,4084,9720.95242,4889,16,83371,5914814,2278270,315916,540587,61795,305.95744,19381.41889,283295,438144,425742,899632,140,769342,1518037,88260,9354.50903,3171525,35,71.21,84.99,100.71,NA
2020-2021,May,02,ANDHRA PRADESH,0209,NELLORE,1908137,154.322848935899,14,1817,10616.87651,3974,31,59305,1908137,621654,241903,101840,52901,328.47032,13890.03821,135797,199711,318855,699976,26,625392,1267507,63279,2944.69138,1113061,39,78.37,83.78,100.61,NA
2020-2021,May,02,ANDHRA PRADESH,0213,KURNOOL,5898847,160.539763119391,19,4025,7614.81,6964,4,86829,5898921,1490395,263925,118124,26482,464.4993,17549.4231,296640,512375,444492,1055780,217,851380,1802374,93793,9470.1138,3241669,48,86.19,95.34,100.78,NA
2020-2021,June,02,ANDHRA PRADESH,0205,WEST GODAVARI,10124162,199.145708962554,31,4578,13142.54929,5048,33,89456,10129322,3864109,317231,903128,61934,497.44007,33812.09947,317196,500148,428681,904795,3088,779749,1536072,94504,20172.11011,5440095,33,74.99,86.71,100.53,NA
2020-2021,June,02,ANDHRA PRADESH,0207,GUNTUR,8489971,204.811853596401,26,3957,5041.47407,9875,4,107615,8491212,3182458,299710,461580,57993,574.22068,23006.70344,323537,549036,419002,899698,2256,838867,1650620,117490,17391.00869,4514134,18,62.35,90.6,100.54,NA
2020-2021,June,02,ANDHRA PRADESH,0210,CHITTOOR,10031720,201.180019711417,38,4766,13169.73342,21038,40,104370,10033779,2963408,259762,431628,37469,826.87073,34182.56272,257653,406019,405462,921858,8473,719733,1524166,125408,20185.95857,5861674,61,71.02,85.22,100.45,NA
2020-2021,June,02,ANDHRA PRADESH,0211,Y.S.R,9495472,208.625660175676,41,3850,15167.71734,8984,8,76387,9497472,2274201,157280,236521,16584,843.78425,35825.66525,231155,366038,299020,648075,7001,586814,1178399,85371,19814.16366,5633117,59,83.33,87.81,100.66,NA
2020-2021,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,23764614,223.899975229458,49,6804,39170.38677,27128,4,70201,23766133,6722856,335970,631617,40814,1513.32135,93896.07402,477256,815886,540254,1130619,38797,818662,1564334,97329,53212.3659,13388709,43,75.2,78.83,100.56,NA
2020-2021,Oct,02,ANDHRA PRADESH,0209,NELLORE,8777887,218.541041512048,35,3290,21038.3149,15869,64,62600,8778295,2923561,244533,562438,53933,1095.38876,41317.88098,249043,392909,325787,710201,7152,642597,1292644,78469,19184.17732,5042855,35,69.6,75.88,100.43,NA
2020-2021,Oct,02,ANDHRA PRADESH,0213,KURNOOL,12023704,220.903290226452,34,4898,15521.45305,29175,6,78493,12024917,3059319,265887,247935,26660,1527.08963,43611.97998,353312,625200,450880,1065835,7207,874439,1840906,107668,26563.4373,6641274,46,70.12,77.62,100.86,NA
2020-2021,Jan,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,23100685,232.739389673455,60,5580,27192.83788,57026,24,103776,23118362,1280722,53562,9763408,351825,2157.07559,83155.4480913,382819,643857,417587,882052,63234,564741,1143087,160802,53805.5346213,13081520,69,66.43,69.91,100.59,NA
2020-2021,Jan,02,ANDHRA PRADESH,0207,GUNTUR,10103416,220.926605353871,29,4150,21714.51275,58265,3,65789,10104688,3681491,300066,550796,58039,1466.31243,45504.76936,338495,576572,420299,901305,8063,873318,1692815,124054,22323.94418,5359812,18,52.06,70.09,100.99,NA
2020-2021,July,02,ANDHRA PRADESH,0210,CHITTOOR,12896225,221.979544420229,45,5295,14622.91175,21171,39,112421,12898290,3807132,261707,548726,37798,1008.13379,44262.61092,286218,457833,410436,930149,18845,732569,1544968,133592,28631.56538,7537688,61,71.62,85.33,100.44,NA
2020-2021,Aug,02,ANDHRA PRADESH,0201,SRIKAKULAM,19014919,221.996568631934,44,9956,16083.84963,19321,39,76541,19024482,2016215,110808,2078250,94863,1606.84165,59924.38852,425412,679236,472073,1057452,12031,624935,1333201,95862,42233.69724,11963791,58,85.63,87.86,100.38,NA
2020-2021,Aug,02,ANDHRA PRADESH,0204,EAST GODAVARI,16771343,231.939292347558,40,10397,21491.96723,33123,50,95895,16771510,5270506,319728,2993065,184204,1422.68553,61814.37437,414064,610732,522581,1083779,16069,902064,1721851,129018,38899.72161,8652979,37,81.51,88.36,100.42,NA
2020-2021,Aug,02,ANDHRA PRADESH,0207,GUNTUR,9557324,220.336439168804,28,4096,8454.82506,29881,4,92003,9558566,3515581,299916,517681,58017,820.29361,30336.12263,334564,569440,419666,900695,5259,842654,1656655,121884,21061.00396,5073843,18,60.28,84.41,100.61,NA
2020-2021,Aug,02,ANDHRA PRADESH,0212,ANANTAPUR,22059248,227.12062525919,55,9441,10942.53393,18542,50,92681,22061507,4228940,216590,1121217,54716,1229.15042,62277.91699,398454,713833,474112,1134916,41615,911985,1991157,111223,50106.23264,11741969,66,87.27,90.66,100.76,NA
2020-2021,Aug,02,ANDHRA PRADESH,0213,KURNOOL,11423773,218.677932075641,32,4807,11905.09707,24719,6,81424,11424944,2909103,265470,233085,26623,1149.20702,38038.13537,348185,614983,449539,1063728,5215,869442,1833190,106143,24983.83128,6320165,46,76.19,84.3,100.81,NA
2020-2021,Dec,02,ANDHRA PRADESH,0202,VIZIANAGARAM,24657429,239.916372764527,61,11772,25400.74133,30633,25,60447,24689624,2823947,112103,3150584,133299,2120.09338,86755.28506,404345,699830,433514,990574,43883,558734,1212473,91080,59234.45035,14653178,51,77.77,78.95,100.38,NA
2020-2021,Dec,02,ANDHRA PRADESH,0213,KURNOOL,12557640,219.253344152786,35,4953,21067.36803,41144,6,67983,12558861,3175950,266223,259861,26681,1931.72392,50534.81468,357140,632817,451831,1067439,9448,881152,1849563,109127,27535.72273,6932707,46,63.5,70.46,101.06,NA
2020-2021,Nov,02,ANDHRA PRADESH,0209,NELLORE,8939342,220.488228082441,35,3299,22736.34385,20705,64,58292,8939750,2974964,244635,573109,53968,1106.37,43553.81022,250187,394880,325975,710486,7937,643714,1293920,78997,19711.09637,5134723,35,67.08,73.08,100.54,NA
2020-2021,Nov,02,ANDHRA PRADESH,0210,CHITTOOR,16722674,232.183110963149,53,5725,25859.93708,51992,39,91866,16725039,4872219,262849,707677,37995,1626.75044,66319.40338,313311,507781,413927,935578,46184,742065,1559784,143858,38832.71586,9799969,62,59.7,70.6,100.71,NA
2020-2021,Nov,02,ANDHRA PRADESH,0211,Y.S.R,13094679,235.338426711077,52,4117,26390.03318,28114,6,65573,13096679,3110860,158107,340069,16762,1582.18455,58793.73604,251051,403767,302483,653105,25912,597806,1193881,93687,30821.51831,7802434,59,65.88,70.31,101.13,NA
2020-2021,June,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,16238664,197.357039721388,45,5335,9946.6446,13535,27,134952,16251119,855571,53218,7013343,353512,997.93001,43017.30199,359851,600049,412390,879493,16078,541235,1119120,148487,32072.72738,9158663,70,87.45,91.52,100.3,NA
2020-2021,Sep,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,21619725,235.575860789509,56,5545,16192.4947,37313,25,120986,21637148,1181190,53634,9185818,353906,1354.78732,68519.1796713,380068,637761,417615,884488,49321,557327,1137406,158299,50971.8976513,12188394,70,78.51,82.48,100.29,NA
