fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Feb,17,MADHYA PRADESH,1729,SEHORE,2252896,184.421556155153,51,330,1571.717730639,3749,0,8235,2242617,440007,35356,313338,24479,0,5707.586900639,43584,70429,65904,143377,836,128519,276689,11984,4135.86917,747185,44,45.27,49.78,99.81,NA
2020-2021,Feb,17,MADHYA PRADESH,1730,RAISEN,3318843,180.946598308279,54,403,1862.320561146,14429,3,23780,3345115,531262,32767,569663,38038,0,7915.192363146,60954,108886,81198,173455,1637,160104,290740,38209,6052.871802,1052227,80,63.82,49.32,101.11,NA
2020-2021,Feb,17,MADHYA PRADESH,1732,NARMADAPURAM,1853221,177.363561541808,48,301,528.478229581,7378,2,6714,1804505,340099,23805,566612,40087,0,3729.012565781,37311,59597,50679,120361,941,100705,210365,14092,3200.5343362,631666,57,54.18,57.14,100.02,NA
2020-2021,Feb,17,MADHYA PRADESH,1742,BARWANI,7023591,157.999099987427,57,1484,1953.674293913,16217,0,25891,6919570,671456,53470,5307623,312322,0,12886.532616913,119720,255263,149771,422487,4547,199850,529718,42108,10932.858323,2982210,83,92.34,81.81,99.97,NA
2020-2021,Feb,17,MADHYA PRADESH,1751,AGAR-MALWA,2551320,179.65332476947,60,393,1808.279726492,3539,0,8444,2563874,610844,39869,78070,5808,0,6414.36461039201,42602,70114,63524,150778,761,101526,229186,11983,4606.08488390001,893475,65,55.1,52.91,100.03,NA
2020-2021,April,17,MADHYA PRADESH,1708,CHHATARPUR,173590,76.2025062494438,11,70,8.666252145,376,158,20178,123611,23307,77042,9260,31696,0,102.860932145,10725,15944,134831,354528,0,189943,492633,20554,94.19468,41149,77,55.43,55.28,100.02,NA
2020-2021,April,17,MADHYA PRADESH,1722,DHAR,378519,88.8602820920432,14,178,0,760,274,24296,227089,21231,106989,171858,747558,0,201.791926,15522,28465,291079,1060009,1,384312,1341247,25056,201.791926,97901,71,82.28,80.71,102.69,NA
2020-2021,April,17,MADHYA PRADESH,1730,RAISEN,83971,51.0525700419148,10,42,0,983,239,15126,63462,11713,38540,11714,40063,0,32.398982,5791,8205,81250,184735,0,117588,255165,16109,32.398982,19409,78,51.82,43.53,99.96,NA
2020-2021,April,17,MADHYA PRADESH,1731,BETUL,197952,34.7574501082602,9,784,0,1172,110,23398,314982,52284,73015,170702,268137,0,109.4797115,31522,43147,177151,498852,0,211569,583517,24570,109.4797115,149696,75,84.41,76.37,100.73,NA
2020-2021,April,17,MADHYA PRADESH,1739,SHEOPUR,107168,63.3171466498461,11,59,0,572,67,8111,106219,10802,21402,22528,35548,0,67.25484,9255,13268,78663,159864,0,109282,228502,8683,67.25484,37198,52,67.36,58.67,100.03,NA
2020-2021,April,17,MADHYA PRADESH,1743,HARDA ,41857,20.0566768700976,10,36,0,271,102,4660,41816,9716,25993,18701,46577,0,8.3869,3940,6022,36192,104092,0,48043,141893,4931,8.3869,16415,74,47.22,41.22,99.91,NA
2020-2021,April,17,MADHYA PRADESH,1744,KATNI ,189031,27.0096704706907,8,93,0,479,160,14112,109095,18825,64187,44305,114311,0,29.4662,12319,15946,135216,374076,0,166433,461712,14591,29.4662,54105,67,72.21,56.01,100.17,NA
2020-2021,April,17,MADHYA PRADESH,1745,DINDORI,377853,17.1900760301126,10,568,14.88034,520,109,22745,534262,18924,14851,277633,204473,0,106.720384,51959,67926,178824,411693,0,190433,438371,23265,91.840044,238967,79,85.52,82.48,100,NA
2020-2021,April,17,MADHYA PRADESH,1746,ANUPPUR,194556,18.4277219514417,10,296,0,476,169,21954,197577,19796,30452,119090,178328,0,36.4089402,18446,25736,126528,313777,0,144163,351049,22430,36.4089402,89893,81,58.39,45.54,100.75,NA
2020-2021,April,17,MADHYA PRADESH,1750,SINGRAULI,128107,78.2346192488705,14,63,0,499,64,15356,116651,18079,57043,35004,90827,0,91.2614657,7998,11993,122226,284013,3,180135,412911,15855,91.2614657,44373,79,67.55,59.01,106.62,NA
2020-2021,April,17,MADHYA PRADESH,1751,AGAR-MALWA,64552,34.4614989403378,10,36,0,60,136,9083,31142,7913,41940,1041,6082,0,10.732,3099,4519,61307,155065,0,94458,232521,9143,10.732,10971,68,73.64,74.92,100,NA
2020-2021,May,17,MADHYA PRADESH,1704,DATIA,383000,138.147633026982,21,80,583.65815211,1510,0,4468,203361,56950,22677,4996,3184,0,864.59656011,9533,12542,32290,73225,0,50531,115271,5978,280.938408,57064,53,53.52,56.17,100.28,NA
2020-2021,May,17,MADHYA PRADESH,1705,SHIVPURI,1470500,127.296701087959,21,210,2748.512025839,2480,0,21193,759220,131387,54697,108534,56473,0,3714.974039839,34730,50359,140993,321438,1,202360,473225,23673,966.462014,252263,77,77.11,72.56,99.83,NA
2020-2021,May,17,MADHYA PRADESH,1709,PANNA,815656,114.753075390505,19,166,771.908606995,2675,0,17481,517983,121028,61939,110828,51857,0,1366.310029495,26521,41669,104184,270670,1,141249,366730,20156,594.4014225,206639,87,66.47,70.34,100.81,NA
2020-2021,May,17,MADHYA PRADESH,1712,SATNA,1158560,108.858153661995,21,221,599.234276958,1588,0,22146,841249,164017,72631,183852,78158,0,1515.002406058,38867,62468,135071,334650,17,189591,463115,23734,915.7681291,325333,82,87.42,78.57,100.08,NA
2020-2021,May,17,MADHYA PRADESH,1720,DEWAS,1106349,113.873121830133,25,350,1108.853182912,2134,0,15124,904415,160751,70433,190189,79819,0,2138.738777712,35444,55215,112578,326287,6,160608,462119,17258,1029.8855948,282520,74,74.82,78.53,100.58,NA
2020-2021,May,17,MADHYA PRADESH,1721,JHABUA,1677520,120.689954359998,24,1653,1125.856318971,2664,0,22215,1756354,99849,28073,1549391,472008,0,3245.599159971,73084,145788,176997,530869,25,221401,649903,24879,2119.742841,814443,79,75.49,82.28,100.07,NA
2020-2021,May,17,MADHYA PRADESH,1727,VIDISHA,1065179,124.716475826221,19,143,1196.065727685,2387,0,23015,592729,129221,39065,33428,11762,0,1935.296447685,30528,39394,106473,192959,11,140922,252426,25402,739.23072,158867,79,64.7,59.21,101.63,NA
2020-2021,May,17,MADHYA PRADESH,1731,BETUL,1465224,122.541955107476,21,2287,1366.691306062,4552,0,26337,1909583,303271,72881,1016844,268143,0,3706.731648662,86995,135665,178670,499630,30,213460,585098,30889,2340.0403426,919991,77,93.54,87.3,101.15,NA
2020-2021,May,17,MADHYA PRADESH,1734,NARSINGHPUR,670988,113.495464593816,19,120,547.256599511,2155,1,21266,542377,109025,43854,124383,47635,0,1162.829895511,28264,45938,97112,223891,2,138315,307741,23421,615.573296,191399,72,83.43,76.79,100.43,NA
2020-2021,May,17,MADHYA PRADESH,1739,SHEOPUR,793251,138.401482612014,22,160,2355.566009184,1965,1,7154,550380,59154,20737,119149,35148,0,3117.300089184,24286,36033,78788,157591,0,109584,225216,9119,761.73408,196680,50,70.76,62.63,99.98,NA
2020-2021,May,17,MADHYA PRADESH,1742,BARWANI,1315372,107.267676694865,21,410,734.457689596,1563,3,20506,971095,94215,53966,740388,298011,0,1776.128734596,44670,83119,138731,406459,51,169025,486857,22069,1041.671045,425371,81,94.21,87.74,99.87,NA
2020-2021,May,17,MADHYA PRADESH,1745,DINDORI,2796829,116.551128091392,23,1601,2519.734756781,4892,0,22898,2879811,91685,15070,1525303,205828,0,5876.186964181,123284,189907,181264,413334,21,192511,438906,27790,3356.4522074,1326776,80,92.66,90.66,100.01,NA
2020-2021,May,17,MADHYA PRADESH,1748,ASHOK NAGAR,1032351,118.286394855538,24,203,1411.730283021,2169,0,12781,619229,113174,39655,36274,16724,0,2144.193943021,25758,42776,79424,202638,5,215377,566789,14950,732.46366,210328,77,68.65,60.71,99.74,NA
2020-2021,June,17,MADHYA PRADESH,1706,GUNA,2922992,147.979803264549,39,296,1365.862821819,2956,0,16991,1613944,192786,40797,269150,67404,0,3754.173977819,41314,74479,121794,353300,96,184928,519580,19947,2388.311156,589944,72,75.22,75.97,102.11,NA
2020-2021,June,17,MADHYA PRADESH,1709,PANNA,1598511,142.272118112497,28,294,771.908606995,3855,0,21410,1215299,272537,61647,246030,51274,0,2500.940235695,43386,72063,104627,269967,18,141893,365808,25265,1729.0316287,487886,89,76.53,72.48,101.41,NA
2020-2021,June,17,MADHYA PRADESH,1710,SAGAR,2610225,162.671538980556,30,351,2168.400338391,6775,0,32703,2184602,348095,71503,361432,72283,0,5722.126032391,71984,104568,188727,392408,79,294485,605508,39478,3553.725694,651094,78,78.79,70.95,100.61,NA
2020-2021,June,17,MADHYA PRADESH,1713,REWA,2079966,138.414468955547,28,214,664.360943027,3994,1,27050,1528695,274183,68728,259228,62846,0,2780.296009227,54443,80102,146719,335124,73,229607,533178,31044,2115.9350662,552095,72,71.2,61.17,105.8,NA
2020-2021,June,17,MADHYA PRADESH,1720,DEWAS,2168207,153.338203109261,37,458,1108.853182912,3523,0,14451,1717450,302350,70260,344383,80014,0,3742.360152212,46003,73780,113297,326749,81,161462,462349,17974,2633.5069693,541476,73,76.22,79.47,100.5,NA
2020-2021,June,17,MADHYA PRADESH,1722,DHAR,5490851,156.050786898093,34,2043,2983.706450285,5547,1,29923,4491560,440648,107365,3213136,759232,0,9992.821174285,130272,290028,298733,1077971,637,393467,1362568,35470,7009.114724,2021013,72,90.47,87.99,106.03,NA
2020-2021,June,17,MADHYA PRADESH,1724,KHARGONE,2778751,156.03437868138,29,720,846.748695270998,3462,0,32933,2543204,342140,66935,1349242,237608,0,4815.021255271,87254,156883,186898,500216,182,253429,667332,36395,3968.27256,1023906,85,89.55,86.18,100.84,NA
2020-2021,June,17,MADHYA PRADESH,1733,JABALPUR,1621488,156.194751195028,26,685,715.989338432,4642,0,21141,1480718,330472,65591,497408,91899,0,3028.793134432,55596,92103,115493,285794,19,157504,383518,25783,2312.803796,622035,84,87.04,80.42,100.43,NA
2020-2021,Nov,17,MADHYA PRADESH,1709,PANNA,3674990,172.618127786904,48,501,1530.553979668,11836,0,24468,3189920,609498,56664,573066,48101,0,7036.934161568,66192,115627,101549,253676,882,139656,346115,36304,5506.3801819,1224490,88,67.91,59.48,101.65,NA
2020-2021,Nov,17,MADHYA PRADESH,1715,SIDHI,4814034,154.293662166049,46,693,2655.512312318,8128,0,23748,4053518,633347,42668,1335351,76798,0,8909.83368107797,87963,155963,116725,247148,1018,154703,315377,31876,6254.32136875998,1682988,83,71.7,60.65,103.06,NA
2020-2021,Nov,17,MADHYA PRADESH,1736,CHHINDWARA,11634463,178.035033090267,53,5868,4438.686657766,17908,1,40597,9899890,1647975,110325,5315141,312010,0,22063.959095166,184340,322532,226668,624675,7418,272534,739326,58505,17625.2724374,4671859,86,76.38,84.73,102.34,NA
2020-2021,Nov,17,MADHYA PRADESH,1747,BURHANPUR,2328786,183.782348230941,43,859,718.887235012,3807,0,4504,1714414,339725,42877,706045,73743,0,3869.67754261201,39348,79507,61173,197805,978,91703,270276,8311,3150.79030760001,747053,48,88.63,87.74,99.76,NA
2020-2021,Oct,17,MADHYA PRADESH,1701,MORENA,9659636,175.796465678798,63,363,6845.040585502,2724,0,7014,8439448,998404,42133,127881,5040,0,21681.291892302,133836,241899,175183,331568,2218,207339,394410,9738,14836.2513068,2877347,23,64.74,77.82,100.57,NA
2020-2021,Oct,17,MADHYA PRADESH,1706,GUNA,5890656,179.154515226347,60,504,4719.210768663,6374,0,20431,4749629,496419,39991,764998,70000,0,13228.385578663,78308,172852,126890,369759,1296,195857,546323,26805,8509.17481,1738906,66,72.62,72.67,102.4,NA
2020-2021,Oct,17,MADHYA PRADESH,1715,SIDHI,4219924,152.53004404147,43,653,1837.269582387,7343,0,17972,3649424,581120,42906,1220398,77090,0,7403.73761684699,83040,145253,115907,246964,780,152229,313436,25315,5566.46803445999,1512936,80,72.88,61.57,102.94,NA
2020-2021,Oct,17,MADHYA PRADESH,1722,DHAR,11065619,180.079190897409,49,3164,8123.436855767,11396,0,28979,9480553,844721,105645,6693154,743247,0,25195.939990767,193246,497857,300188,1066596,3557,398570,1363122,40375,17072.503135,4185182,71,84.89,82.83,102.41,NA
2020-2021,Oct,17,MADHYA PRADESH,1729,SEHORE,1666383,181.390539502865,43,235,1051.659218186,2012,0,7649,1303589,253367,38488,167026,26757,0,3416.246338186,29720,47778,66332,155233,337,122001,294460,9661,2364.58712,440921,39,52.59,58.68,99.95,NA
2020-2021,July,17,MADHYA PRADESH,1711,DAMOH,3143665,173.039672392424,41,510,983.470580767,6997,1,17523,2632723,426021,59103,544852,60397,0,5539.125834967,63901,100713,139630,316717,577,212894,456126,24520,4555.6552542,923510,77,84.51,74.35,99.72,NA
2020-2021,July,17,MADHYA PRADESH,1716,MANDSAUR,2855643,170.444708693137,43,217,1016.986174287,4804,0,9606,2157656,377775,58147,71879,11724,0,4694.596658087,49202,99316,102983,310510,561,150400,441233,14410,3677.6104838,764916,61,68.36,79.15,99.9,NA
2020-2021,July,17,MADHYA PRADESH,1719,SHAJAPUR,1574418,162.272737723995,41,263,789.717735962,2244,0,6573,1475419,304436,28955,132414,15467,0,3183.920540162,35369,54705,67855,139382,116,97550,207258,8817,2394.2028042,484978,61,65.24,70.28,100,NA
2020-2021,July,17,MADHYA PRADESH,1720,DEWAS,2900070,165.958289464188,43,516,1123.259319054,4489,0,14115,2313889,409318,69701,455881,79893,0,4963.349923554,52683,85790,113787,325999,279,161920,460608,18604,3840.0906045,716578,72,74.72,78.11,100.95,NA
2020-2021,July,17,MADHYA PRADESH,1727,VIDISHA,2792150,175.305172536351,39,336,1266.04967176,5027,0,26281,2771387,593678,40916,141143,11954,0,6124.43443376,70007,102415,116100,205522,529,154001,269223,31308,4858.384762,813159,81,72.42,63.75,100.98,NA
2020-2021,July,17,MADHYA PRADESH,1730,RAISEN,1629267,173.253497209334,36,286,690.201671947,5102,3,23077,1512363,258145,38811,249471,40901,0,3310.423459947,41472,69213,86154,192383,163,123856,264466,28179,2620.221788,493339,81,77.71,64.08,102.06,NA
2020-2021,July,17,MADHYA PRADESH,1739,SHEOPUR,2079348,177.768215913722,42,251,2411.811048645,3398,0,6109,1729765,199570,20551,341344,34956,0,5486.783428645,40566,62827,80159,157317,78,111252,222712,9507,3074.97238,624331,48,78.68,74.93,100.05,NA
2020-2021,July,17,MADHYA PRADESH,1745,DINDORI,7331319,154.867979205367,41,2127,2524.127553633,13289,0,20770,6459840,212804,14905,3377207,204838,0,12528.351221533,155470,262550,182698,408488,2025,192013,428743,34059,10004.2236679,2996626,80,91.68,88.86,100.01,NA
2020-2021,July,17,MADHYA PRADESH,1746,ANUPPUR,3774890,163.61284499064,39,2244,870.855778461999,7028,0,24017,3094910,287297,30511,1874611,178801,0,5934.52607936182,78884,135522,128322,314608,720,146086,351786,31045,5063.67030089982,1469533,81,87.94,75.06,100.6,NA
2020-2021,July,17,MADHYA PRADESH,1748,ASHOK NAGAR,2706098,170.056807863999,48,418,1601.005995815,4728,0,12243,2119634,379349,39856,129321,17096,0,5205.587914615,44074,85966,82788,210438,398,219136,574617,16971,3604.5819188,754294,74,78.13,73.97,99.78,NA
2020-2021,Aug,17,MADHYA PRADESH,1701,MORENA,7619099,171.011069411074,52,267,5660.110685091,2190,0,6400,5041962,648378,42492,79581,5211,0,14282.423820591,95227,153872,176479,337981,587,208579,400510,8590,8622.3131355,1728792,25,68.4,82.12,100.78,NA
2020-2021,Aug,17,MADHYA PRADESH,1704,DATIA,1193127,174.651491475838,45,133,818.501461818,3016,0,5477,841549,214073,23429,21879,3183,0,2288.279341818,18353,25322,35777,78003,148,55634,122223,8493,1469.77788,234236,50,62.9,66.58,100.14,NA
2020-2021,Aug,17,MADHYA PRADESH,1705,SHIVPURI,4580916,176.900890925293,47,402,3142.322644188,5688,0,22164,3798635,574842,56561,498080,57334,0,9862.141802188,79457,131669,149269,333991,413,213113,488262,27852,6719.819158,1300497,73,83.08,81.68,99.99,NA
2020-2021,Aug,17,MADHYA PRADESH,1709,PANNA,2540940,166.584724974716,39,408,928.038686252,6202,0,21232,2154511,418283,61215,388810,50970,0,4517.124910152,54996,94470,105170,269091,230,142653,364694,27434,3589.0862239,839188,88,77.82,65.22,101.78,NA
2020-2021,Aug,17,MADHYA PRADESH,1715,SIDHI,3328491,147.860280912978,38,586,1218.43221932,5744,0,18148,2771983,453563,42683,938595,75931,0,5317.09406997999,72589,124764,112611,241878,306,144533,302327,23892,4098.66185065999,1154927,81,77.27,66.41,102.7,NA
2020-2021,Aug,17,MADHYA PRADESH,1720,DEWAS,3446510,173.264719005419,47,596,1378.683249178,6464,0,13279,2790641,492993,66151,552948,77014,0,6213.87953627801,58616,96158,111399,315112,631,157532,442342,19743,4835.19628710001,851266,71,72.21,75.48,100.76,NA
2020-2021,Aug,17,MADHYA PRADESH,1723,INDORE,1308557,181.410719606787,51,122,416.147826513,1822,0,5291,1257131,186637,16339,289480,22869,0,2696.718220013,24543,40525,40952,98310,194,58858,142777,7113,2280.5703935,414452,54,78.72,80.65,99.81,NA
2020-2021,Aug,17,MADHYA PRADESH,1726,RAJGARH,4965281,181.938450203228,44,1049,2814.414944311,8485,0,21482,4043485,502063,76271,70700,12590,0,10171.068887511,91703,158963,194025,444093,505,254516,571730,29967,7356.6539432,1581136,83,80.01,78.6,99.78,NA
2020-2021,Aug,17,MADHYA PRADESH,1736,CHHINDWARA,8044233,177.025572974263,44,5105,2434.446694543,11609,1,36975,7312955,1239238,111325,3896437,311416,0,15380.247184643,164046,279998,223200,626073,2670,267362,739598,48584,12945.8004901,3504148,86,79.67,85.75,102.05,NA
2020-2021,Aug,17,MADHYA PRADESH,1737,SEONI,6249748,167.430625386937,42,3956,1794.01909572,7136,0,27784,6113719,846634,72037,3001104,258247,0,12030.25705182,143940,268732,191161,539104,1879,224512,617649,34920,10236.2379561,3063534,80,81.59,80.4,101.57,NA
2020-2021,Aug,17,MADHYA PRADESH,1740,UMARIA,2605239,162.563274687703,37,853,878.252377595,6013,0,15407,2436385,181804,20402,1303135,121424,0,4838.919617595,65267,103913,106875,241518,584,128585,285952,21420,3960.66724,1139293,68,95.55,82.58,100.01,NA
2020-2021,Dec,17,MADHYA PRADESH,1702,BHIND,5098229,181.122357016479,61,276,4149.939116002,3667,0,9842,4826780,602803,38172,6781,324,0,12892.316820002,78946,118742,107808,206695,1002,163290,340030,13509,8742.377704,1607052,40,50.92,58.16,103.37,NA
2020-2021,Dec,17,MADHYA PRADESH,1706,GUNA,7134647,180.702749555164,64,742,6433.726854338,9378,0,20661,6287708,614647,40511,1014316,72608,0,17795.788094338,97470,234933,130133,376918,2008,218901,578906,30039,11362.06124,2316398,65,70.26,70.48,102.42,NA
2020-2021,Dec,17,MADHYA PRADESH,1712,SATNA,5542068,167.909543924866,50,623,1565.413491067,15821,0,25165,4758273,928960,62622,1075228,71386,0,9555.00798406702,94516,179702,129948,307260,1143,188581,432152,40986,7989.59449300002,1800359,80,76.92,64.58,100.11,NA
2020-2021,Dec,17,MADHYA PRADESH,1716,MANDSAUR,5211239,184.037007393221,63,324,2311.16089258,6664,0,9742,4945882,808204,56364,151878,11113,0,11413.41411458,77297,174545,104854,302071,2766,160488,441957,16406,9102.253222,1749761,55,48.44,57.2,99.89,NA
2020-2021,Dec,17,MADHYA PRADESH,1725,KHANDWA,5955293,179.390163224718,43,1272,5633.85315381498,13501,0,16013,5423382,432645,33455,1967973,160514,0,15362.866975915,123763,258606,149552,448748,3116,192797,559520,29514,9729.01382209998,2287441,59,89.14,82.59,100.82,NA
2020-2021,Dec,17,MADHYA PRADESH,1731,BETUL,7009019,166.986969310441,46,3964,3891.626575938,18205,0,25293,6481944,890650,71354,3440486,263990,0,14715.628413938,140363,244112,181199,491526,3777,219262,578969,43498,10824.001838,2975986,77,89,79.8,101.25,NA
2020-2021,Dec,17,MADHYA PRADESH,1744,KATNI ,6693149,151.969992261322,54,1030,1877.196867542,14271,0,21452,6284019,988658,59483,2062449,106417,0,11427.020055542,115502,212673,138661,351451,2784,170114,430199,35723,9549.823188,3132882,78,82.92,72.46,100.56,NA
2020-2021,Dec,17,MADHYA PRADESH,1748,ASHOK NAGAR,4938335,182.262239685935,65,587,2562.065492734,9817,0,9471,4545298,763091,34869,286209,15304,0,10846.427427934,69729,148986,81893,192080,3207,230371,565840,19288,8284.3619352,1628871,68,65.36,62.33,100.09,NA
2020-2021,Nov,17,MADHYA PRADESH,1708,CHHATARPUR,5789197,160.795399008342,53,940,3460.740395484,14317,0,25121,4740342,1004317,77065,367162,31470,0,11082.992228744,88871,159334,143436,361833,1846,214632,516418,39438,7622.25183326001,1632880,78,68.3,58.84,99.9,NA
2020-2021,Nov,17,MADHYA PRADESH,1716,MANDSAUR,4908363,184.114200644243,61,297,2091.536799831,6021,0,10147,4418208,725352,56085,136614,11243,0,10226.085141831,71394,157853,103860,300893,2223,156298,436630,16168,8134.548342,1557169,56,51.47,60.58,99.9,NA
2020-2021,Nov,17,MADHYA PRADESH,1722,DHAR,12623514,179.150491670768,51,3333,10038.360533463,13570,0,30809,10627030,923982,104319,7463098,735796,0,29076.737028463,205741,543318,299100,1056449,4346,397870,1351302,44379,19038.376495,4679695,72,83.22,81.39,102.02,NA
2020-2021,Nov,17,MADHYA PRADESH,1744,KATNI ,6304145,153.806188511199,50,921,1861.812745095,13173,0,21805,5441438,852678,60372,1772245,108195,0,10231.081133095,108024,196105,139116,357519,1873,170321,437609,34978,8369.268388,2682429,78,83.18,71.92,100.65,NA
2020-2021,Nov,17,MADHYA PRADESH,1750,SINGRAULI,4272337,178.842654057469,43,731,1363.166860232,9217,0,17960,3223943,557988,54108,1041499,90896,0,7128.952086732,74514,124830,126898,282990,815,182180,396572,27177,5765.7852265,1239525,80,85.5,73.39,101.64,NA
2020-2021,June,17,MADHYA PRADESH,1711,DAMOH,2350327,161.08516997296,33,452,935.125395106,5416,1,18409,1879093,305767,59177,390729,60523,0,3962.065548106,55981,86018,138294,314817,174,209618,452340,23825,3026.940153,669126,78,85.39,76.87,99.78,NA
2020-2021,June,17,MADHYA PRADESH,1714,SHAHDOL,2145368,140.140842862438,26,1562,253.180304762,4245,1,18864,1715796,249567,57667,958961,184316,0,2657.711280962,64404,104707,136089,345692,66,165441,407819,23109,2404.5309762,860254,86,90.82,79.79,99.81,NA
2020-2021,June,17,MADHYA PRADESH,1727,VIDISHA,2087521,149.997479411285,29,302,1196.065727685,3357,0,27062,1868135,397157,40905,98272,12031,0,3998.221139685,62527,89221,115183,205315,220,152562,268358,30419,2802.155412,549234,81,72.11,64.34,100.91,NA
2020-2021,June,17,MADHYA PRADESH,1735,MANDLA,4769069,159.490519733898,34,3511,496.084800659,12682,0,26298,5158332,365665,47294,3051533,328048,0,8723.135317059,150438,259043,209456,571223,532,234478,637033,38980,8227.0505164,2523243,89,96.5,91.37,100.06,NA
2020-2021,June,17,MADHYA PRADESH,1737,SEONI,3931729,152.94826010451,35,3521,1390.841613839,3870,0,29234,4625979,625823,72627,2270768,258990,0,8466.19600713901,131119,237486,190150,541473,499,223378,620471,33104,7075.35439330001,2366928,81,84.65,86.22,101.91,NA
2020-2021,June,17,MADHYA PRADESH,1740,UMARIA,1638961,144.075139409138,30,738,732.602134947,4401,0,14705,1760107,136993,20418,964183,121390,0,3268.478748947,57641,90057,106102,241118,106,127674,285544,19106,2535.876614,848520,71,96.85,87.93,100.01,NA
2020-2021,June,17,MADHYA PRADESH,1741,NEEMUCH,845726,153.12890990303,26,134,760.376330279,457,0,5083,477985,56104,17473,37288,12387,0,1492.309550279,17846,25582,49862,127238,4,88597,221241,5540,731.93322,160308,49,73.08,87.54,99.76,NA
2020-2021,June,17,MADHYA PRADESH,1743,HARDA ,607192,160.647298187398,33,178,157.053361533,1261,0,4262,520743,126700,24526,219920,44516,0,993.612921533,15739,28994,35675,99700,123,46834,134576,5523,836.55956,221958,72,63.14,62.08,100.26,NA
2020-2021,Sep,17,MADHYA PRADESH,1703,GWALIOR,2485568,179.408842469865,59,178,2369.419880693,5582,0,9269,2202258,419391,27856,165250,12193,0,6320.465466693,37244,61603,62949,132372,836,101523,237822,14851,3951.045586,647987,50,69.2,76.38,100.02,NA
2020-2021,Sep,17,MADHYA PRADESH,1705,SHIVPURI,4990113,178.928735812112,51,440,3480.916535247,6411,0,23158,4407897,665698,57160,570713,57844,0,11367.910913247,85995,144096,151699,337657,734,216018,492473,29569,7886.994378,1498851,71,79.61,79.11,100.15,NA
2020-2021,Sep,17,MADHYA PRADESH,1710,SAGAR,4519755,181.599668899531,42,426,3278.345291427,15133,0,31682,3917240,617618,70801,639096,71233,0,10392.040161427,92626,136952,190182,391690,667,298560,607045,46815,7113.69487,1119651,78,73.02,63.58,100.77,NA
2020-2021,Sep,17,MADHYA PRADESH,1711,DAMOH,4069727,181.16144646277,49,603,1754.303300505,11387,1,14430,3767425,605195,58977,756446,60096,0,8579.424924905,75578,121732,140913,316064,2066,215639,457029,25817,6825.1216244,1305490,75,81.17,70.71,99.7,NA
2020-2021,Sep,17,MADHYA PRADESH,1717,RATLAM,3291331,175.504066949334,43,516,1223.562229314,8341,0,13444,3097865,833554,95227,1056649,97155,0,6660.441292914,71172,119609,123205,317599,894,186263,473923,21785,5436.8790636,1195126,79,84.3,75.24,100.52,NA
2020-2021,Sep,17,MADHYA PRADESH,1722,DHAR,9507724,180.129456163659,46,3035,7555.789649946,10519,0,29633,8429319,769945,106123,5985895,750024,0,22739.476122946,181094,453072,300478,1071465,2837,398520,1366824,40152,15183.686473,3732871,71,87.33,85.06,102.84,NA
2020-2021,Sep,17,MADHYA PRADESH,1724,KHARGONE,4811567,182.654611718037,40,984,1942.478014474,16046,0,22889,4538081,608548,66386,2274760,239104,0,10231.492244474,111317,210920,189295,502242,1525,257263,671059,38935,8289.01423,1806397,84,87.94,83.53,100.57,NA
2020-2021,Sep,17,MADHYA PRADESH,1729,SEHORE,1431778,180.077880171926,41,220,944.269280740001,1803,0,6727,1114430,217144,38652,142612,26781,0,2951.11120074,27023,43394,65988,155557,244,121384,295003,8530,2006.84192,381185,36,56.32,62.26,99.97,NA
2020-2021,Sep,17,MADHYA PRADESH,1730,RAISEN,2109218,179.953616802766,44,320,1204.962916527,8708,3,22126,2079848,337960,35317,329177,38523,0,4947.724616527,47220,80734,82126,180797,468,122515,255512,30834,3742.7617,655598,79,74.84,56.08,101.59,NA
2020-2021,Sep,17,MADHYA PRADESH,1751,AGAR-MALWA,1621435,175.48351094301,47,309,727.707890875,2617,0,8668,1449921,357633,40878,47889,6014,0,3272.080167575,30698,49644,62439,153163,216,94882,227317,11285,2544.3722767,509435,66,73.08,73.18,100.03,NA
2020-2021,Oct,17,MADHYA PRADESH,1708,CHHATARPUR,5074740,162.461830031857,50,859,2831.79392573,12867,0,24702,4093673,884574,77592,326801,31726,0,9482.44999705001,81557,143416,142562,361673,1295,205635,507964,37569,6650.65607132001,1409785,78,72,61.6,99.94,NA
