State,District,lgd_district_code,pc11_district_id,pc11_state_id,female_literacy_pct,scst_pct,agri_worker_pct,total_population,total_households,poverty_rate,poverty_log,night_lights_log
Arunachal Pradesh,Lohit,234,259,12,49.89856844831307,32.53365905878155,10.11545888008827,145726,30005,0.2569824666131249,0.2287139809134729,0.0603257589459597
Arunachal Pradesh,Lower Dibang Valley,235,258,12,52.87585968417413,48.02884615384615,12.905340662665791,54080,11600,0.1232463544735523,0.1162230234463308,0.0153640347149394
Arunachal Pradesh,Lower Subansiri,236,255,12,59.6960205890208,87.81283873298807,3.6437425559133616,83030,15249,0.1952870966631042,0.1783864047821274,0.0610858207873749
Arunachal Pradesh,Papum Pare,237,248,12,63.22619033996636,66.38387522441144,1.8003401294055552,176573,35730,0.1854638072122403,0.1701340965020276,0.2200805594382955
Arunachal Pradesh,Tawang,238,245,12,40.10851819840584,69.65404085879504,2.4314367580843226,49977,10062,0.2272475042669521,0.2047738603560366,0.0352179858200894
Arunachal Pradesh,Tirap,239,254,12,34.32160526751393,87.85175262335343,2.144051330712575,111975,20611,0.250980193349599,0.2239273987052388,0.0557602290577733
Arunachal Pradesh,Upper Siang,240,252,12,44.95517718548824,80.60022650056625,4.20683007435968,35320,7324,0.3343363657843021,0.2884340639734957,0.0008072131838902
Arunachal Pradesh,Upper Subansiri,241,249,12,49.10290237467018,93.85845077173808,2.4069681533615896,83448,15869,0.3431073707519941,0.2949858627832159,0.006245128680408
Arunachal Pradesh,West Kameng,242,246,12,50.079381879762906,55.24914529405458,2.3509438305709023,83947,18159,0.109161859380089,0.103604648466958,0.0373634659441374
Arunachal Pradesh,West Siang,243,250,12,51.69297305289616,82.63979193758128,1.4348837209302323,112274,21231,0.1741997337035578,0.1605868378582428,0.0056403614200001
Assam,Baksa,616,324,18,53.38147606907807,42.532431650132885,15.971066881784568,950075,191701,0.3523916546177738,0.3018746210382434,0.180874256254743
Assam,Barpeta,280,303,18,48.15041530670757,7.242702326729342,12.95519657392258,1693622,337929,0.3251449930017747,0.2815218821318889,0.2476816493082634
Assam,Bongaigaon,281,319,18,54.26214785143229,13.754527587831143,12.9983148207084,738804,150018,0.3015395651714309,0.2635478446611338,0.5185603210192129
Assam,Cachar,282,316,18,62.82033038821262,16.265302021113463,7.894597238461229,1736617,379955,0.3897553527732954,0.3291277264527996,0.3087997672757261
Assam,Chirang,612,320,18,48.05395656168089,44.34671334530718,11.433750278722837,482162,97395,0.2353779664035743,0.2113769689284275,0.2859856097250646
Assam,Darrang,283,325,18,48.18181617600011,5.2427571351642435,19.22420648068385,928500,187783,0.310100792401862,0.2701040750180515,0.3543057530485606
Assam,Dhemaji,284,308,18,55.32273861994004,53.89407010011179,2.37927335571403,686133,129869,0.255367061328317,0.2274280089661292,0.0994085889782481
